Part_ID,On_Hand_Qty,On_Order_Qty,Allocated_Qty,Available_Qty,Avg_Weekly_Demand,Demand_SD,Demand_CV,Nonzero_Demand_Weeks,XYZ_Class,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Suggested_Replenishment_Qty,Planner_Exception_Flag,Manual_Location,UDC_Type,Unit_Cost_EUR,ABC_Class,Movement_Class,Movement_Lines_36M,Criticality,Supplier_ID,Supplier_Region,Part_Category,Unit_Volume_cm3,Stock_Qty,Max_Stock_Qty,Stock_Managed,Estimated_Inventory_Value_EUR,Below_Reorder_Point,Stock_Coverage_Weeks,Total_Occupied_Volume_cm3,Part_Name,Equipment_Family,Equipment_Model,Demand_Profile,Storage_Type,Lifecycle_Status,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Max_Dimension_mm,Fits_Tray_Footprint,Fits_Height,Dimensionally_Feasible,Movement_Priority_For_Automation,Manual_Only_UDC,Compact_Item,Automation_Candidate,Automation_Exclusion_Reason
TC-CON-0475,13,5,2,16,2.5,2.0991549759137,0.839661990365478,114,X,1.3,7,14,0,False,R-Q64,F,5.91,B,A,94,High,SUP-018,EU,Consumables & service kits,15404,13,21,1,94.56,False,6.4,200252,HD1200 Truck Protective Cover,Tyre Changer,HD1200 Truck,frequent,Bin,Active,295,488,107,488,True,True,True,True,False,False,True,Candidate
WB-CON-0276,7,4,2,9,2.22435897435897,3.09333042768182,1.39066151792036,85,Y,1.1,3,8,0,False,R-B54,D,25.31,A,A,86,Low,SUP-016,EU,Consumables & service kits,1263,7,14,1,227.79,False,4.046109510086463,8841,EM 9000 Grease Cartridge,Wheel Balancer,EM 9000,frequent,Bin,Active,287,200,22,287,True,True,True,True,False,True,True,Candidate
WB-CON-0672,13,4,0,17,2.6025641025641,2.01823777230082,0.775480523347113,118,X,1.1,9,14,0,False,R-M65,D,20.81,A,A,80,Medium,SUP-016,EU,Consumables & service kits,4353,13,21,1,353.77,False,6.532019704433504,56589,EM 9000 Rubber Pad,Wheel Balancer,EM 9000,frequent,Bin,Active,168,204,127,204,True,True,True,True,False,False,True,Candidate
WB-CON-0005,18,0,1,17,2.23076923076923,1.75920126247279,0.788607462487802,115,X,1.0,10,15,0,False,R-D26,D,13.22,B,A,78,Medium,SUP-009,Italy,Consumables & service kits,3294,18,20,1,224.74,False,7.620689655172416,59292,Eyelight Rubber Pad,Wheel Balancer,Eyelight,frequent,Bin,Active,133,195,127,195,True,True,True,True,False,False,True,Candidate
TC-CON-0008,25,0,2,23,2.38461538461538,1.88187119802481,0.789171792720082,115,X,1.4,11,17,0,False,R-M40,B,19.02,A,A,59,Medium,SUP-007,Eastern Europe,Consumables & service kits,216,25,31,1,437.46,False,9.6451612903226,5400,Basic Line TC Grease Cartridge,Tyre Changer,Basic Line TC,frequent,Bin,Active,23,94,100,100,True,True,True,True,False,True,True,Candidate
TC-CON-0213,18,0,0,18,1.75641025641026,2.4792605423907,1.41154979785748,79,Y,1.6,4,11,0,False,R-M36,B,34.3,A,A,58,Medium,SUP-014,Eastern Europe,Consumables & service kits,202,18,18,1,617.4,False,10.24817518248173,3636,HD1200 Truck Rubber Pad,Tyre Changer,HD1200 Truck,frequent,Bin,Active,68,26,114,114,True,True,True,True,False,True,True,Candidate
TC-CON-0378,9,0,0,9,2.41025641025641,1.94396268008713,0.806537707695725,118,X,1.1,4,9,0,False,R-Y59,B,9.5,B,A,58,High,SUP-016,EU,Consumables & service kits,406,9,16,1,85.5,False,3.7340425531914896,3654,Artiglio Master O-Ring Kit,Tyre Changer,Artiglio Master,frequent,Bin,Active,141,30,96,141,True,True,True,True,False,True,True,Candidate
AD-CON-0459,10,0,3,7,1.40384615384615,1.44033529319524,1.02599226364593,94,Y,1.0,4,8,7,True,R-G54,D,3.52,C,B,56,Medium,SUP-019,EU,Consumables & service kits,985,10,14,1,24.64,True,4.986301369863027,9850,Diagnostic Console Protective Cover,ADAS & Diagnosis,Diagnostic Console,frequent,Bin,Active,261,102,37,261,True,True,True,True,False,True,True,Candidate
WA-CON-0241,5,3,0,8,0.846153846153846,1.41491523126388,1.67217254603914,56,Y,1.0,6,11,7,True,R-B55,D,4.7,C,B,55,Medium,SUP-001,Italy,Consumables & service kits,904,5,15,1,37.6,True,9.454545454545457,4520,Exact Precision Filter Kit,Wheel Aligner,Exact Precision,frequent,Bin,Active,190,136,35,190,True,True,True,True,False,True,True,Candidate
AD-CON-0798,8,4,1,11,0.993589743589744,1.51762460772045,1.52741573422187,67,Y,1.4,11,17,13,True,R-S24,B,30.37,A,B,55,High,SUP-005,Eastern Europe,Consumables & service kits,305,8,24,1,334.07,True,11.07096774193548,2440,Radar Calibration Lubrication Kit,ADAS & Diagnosis,Radar Calibration,frequent,Bin,Active,73,48,87,87,True,True,True,True,False,True,True,Candidate
WB-CON-0165,9,0,0,9,1.01282051282051,1.70761928025136,1.68600384632413,55,Y,1.0,4,8,0,False,R-E56,VER,34.17,A,B,55,Medium,SUP-002,Italy,Consumables & service kits,24223,9,12,1,307.53000000000003,False,8.886075949367113,218007,Mobile Balancer O-Ring Kit,Wheel Balancer,Mobile Balancer,frequent,Bin,Active,1364,413,43,1364,True,True,True,True,False,False,True,Candidate
AD-CON-0588,12,7,0,19,1.10897435897436,1.88568022448551,1.70038216774416,61,Y,2.7,5,14,0,False,R-A36,F,27.55,A,B,55,Medium,SUP-013,North America,Consumables & service kits,6113,12,21,1,523.45,False,17.132947976878597,73356,Radar Calibration O-Ring Kit,ADAS & Diagnosis,Radar Calibration,frequent,Bin,Active,583,214,49,583,True,True,True,True,False,False,True,Candidate
AD-CON-0632,26,0,2,24,1.10897435897436,1.93298605020989,1.7430394441199,61,Y,2.7,9,18,0,False,R-S20,E,32.95,A,B,53,Medium,SUP-013,North America,Consumables & service kits,22048,26,30,0,790.8000000000001,False,21.641618497109807,573248,Diagnostic Console Service Seal Pack,ADAS & Diagnosis,Diagnostic Console,frequent,Bin,Phase-out,392,327,172,392,True,True,True,True,False,False,False,Not stock-managed
TE-CON-0893,8,5,0,13,1.08974358974359,1.66315593849918,1.52619015532866,64,Y,1.4,9,16,13,True,R-C81,D,5.25,C,B,53,High,SUP-005,Eastern Europe,Consumables & service kits,3234,8,26,1,68.25,True,11.92941176470588,25872,Suspension Tester Grease Cartridge,Technical Control,Suspension Tester,frequent,Bin,Active,172,158,119,172,True,True,True,True,False,False,True,Candidate
AD-CON-0483,7,4,1,10,0.801282051282051,1.46538499529986,1.82880047413422,49,Y,1.1,6,11,8,True,R-P98,E,5.34,C,B,51,Low,SUP-016,EU,Consumables & service kits,4612,7,18,1,53.4,True,12.480000000000004,32284,SCE Calibration Protective Cover,ADAS & Diagnosis,SCE Calibration,frequent,Bin,Active,336,225,61,336,True,True,True,True,False,False,True,Candidate
WB-CON-0087,21,0,1,20,1.46153846153846,1.58779463767025,1.08638580472175,87,Y,1.0,9,13,0,False,R-I26,B,7.88,B,B,51,High,SUP-004,EU,Consumables & service kits,627,21,19,1,157.6,False,13.684210526315804,13167,ET Series Grease Cartridge,Wheel Balancer,ET Series,frequent,Bin,Active,83,83,91,91,True,True,True,True,False,True,True,Candidate
WB-CON-0665,15,0,0,15,1.06410256410256,1.59304734222622,1.4970806348632,68,Y,1.6,5,12,0,False,R-B73,E,8.89,B,B,50,Medium,SUP-014,Eastern Europe,Consumables & service kits,1524,15,18,1,133.35000000000002,False,14.096385542168727,22860,EM 9000 Lubrication Kit,Wheel Balancer,EM 9000,frequent,Bin,Active,336,126,36,336,True,True,True,True,False,True,True,Candidate
WB-CON-0763,23,0,1,22,1.37820512820513,1.5464546288014,1.12207870740939,87,Y,1.4,9,15,0,False,R-I40,B,5.3,C,B,48,Low,SUP-005,Eastern Europe,Consumables & service kits,130,23,24,1,116.6,False,15.962790697674398,2990,Mobile Balancer Grease Cartridge,Wheel Balancer,Mobile Balancer,frequent,Bin,Active,100,93,14,100,True,True,True,True,False,True,True,Candidate
TC-CON-0981,26,0,0,26,1.30769230769231,1.43960292292089,1.1008728234101,88,Y,2.7,6,15,0,False,R-Y01,E,24.6,A,B,47,Low,SUP-013,North America,Consumables & service kits,1466,26,24,1,639.6,False,19.882352941176435,38116,HD1200 Truck O-Ring Kit,Tyre Changer,HD1200 Truck,frequent,Bin,Active,349,280,15,349,True,True,True,True,False,True,True,Candidate
TE-CON-0986,10,0,0,10,0.974358974358974,1.81374222996479,1.86147228864807,51,Y,1.1,6,10,0,False,R-M42,B,16.88,B,B,47,Medium,SUP-016,EU,Consumables & service kits,3,10,14,1,168.79999999999998,False,10.263157894736846,30,Suspension Tester Lubrication Kit,Technical Control,Suspension Tester,frequent,Bin,Active,23,23,5,23,True,True,True,True,False,True,True,Candidate
WB-CON-0120,25,0,3,22,1.39102564102564,1.56812490429408,1.12731559940036,88,Y,1.0,11,15,0,False,R-G35,E,6.28,C,B,46,Medium,SUP-012,Italy,Consumables & service kits,2765,25,25,1,138.16,False,15.815668202764988,69125,EM 9000 Rubber Pad,Wheel Balancer,EM 9000,frequent,Bin,Active,190,297,49,297,True,True,True,True,False,True,True,Candidate
TC-CON-0491,11,0,5,6,1.11538461538462,1.76328702752536,1.58087802467791,61,Y,1.1,5,10,8,True,R-C44,F,2.7,C,B,45,Medium,SUP-016,EU,Consumables & service kits,18985,11,14,1,16.200000000000003,True,5.379310344827563,208835,HD1200 Truck Protective Cover,Tyre Changer,HD1200 Truck,frequent,Bin,Active,257,432,171,432,True,True,True,True,False,False,True,Candidate
VL-CON-0898,12,4,0,16,0.955128205128205,1.77924575799083,1.86283448487631,52,Y,1.1,11,17,10,True,R-F98,B,3.27,C,B,44,High,SUP-008,EU,Consumables & service kits,367,12,26,1,52.32,True,16.751677852348998,4404,ERCO Lift Protective Cover,Vehicle Lift,ERCO Lift,frequent,Bin,Active,55,142,47,142,True,True,True,True,False,True,True,Candidate
VL-CON-0279,11,0,1,10,1.07051282051282,1.78203283517477,1.66465342686984,62,Y,1.3,6,11,9,True,R-N19,D,2.28,C,B,42,Medium,SUP-018,EU,Consumables & service kits,1024,11,19,1,22.8,True,9.341317365269465,11264,Two-Post Lift Rubber Pad,Vehicle Lift,Two-Post Lift,frequent,Bin,New,106,111,87,111,True,True,True,True,False,True,True,Candidate
TC-CON-0576,11,0,0,11,1.07051282051282,1.81076415694939,1.69149226637189,57,Y,1.0,7,11,0,False,R-E44,PALLET,13.41,B,B,40,Medium,SUP-006,EU,Consumables & service kits,149537,11,15,1,147.51,False,10.275449101796411,1644907,A2024 LL Service Seal Pack,Tyre Changer,A2024 LL,frequent,Bin,New,1076,545,255,1076,True,False,False,True,True,False,False,Exceeds recommended tray height
TC-CON-0433,13,4,0,17,1.25641025641026,1.50213523239762,1.19557702170423,82,Y,1.3,9,14,0,False,R-Y61,D,25.82,A,B,39,Low,SUP-018,EU,Consumables & service kits,2421,13,23,1,438.94,False,13.530612244897922,31473,HD1200 Truck O-Ring Kit,Tyre Changer,HD1200 Truck,frequent,Bin,Active,236,95,108,236,True,True,True,True,False,True,True,Candidate
WB-CON-0813,12,3,2,13,1.08974358974359,1.78297249041356,1.63613946179127,55,Y,1.0,10,14,8,True,R-Y74,E,32.38,A,B,39,Medium,SUP-019,EU,Consumables & service kits,2764,12,21,1,420.94000000000005,True,11.92941176470588,33168,Eyelight Rubber Pad,Wheel Balancer,Eyelight,frequent,Bin,Active,166,370,45,370,True,True,True,True,False,True,True,Candidate
TC-CON-0699,14,5,0,19,0.512820512820513,1.58414393076607,3.08908066499383,28,Z,1.0,12,17,0,False,R-Y47,D,7.21,B,B,38,Medium,SUP-012,Italy,Consumables & service kits,527,14,23,1,136.99,False,37.04999999999999,7378,HD1200 Truck Service Seal Pack,Tyre Changer,HD1200 Truck,frequent,Bin,Active,83,244,26,244,True,True,True,True,False,True,True,Candidate
TC-CON-0347,9,3,0,12,0.448717948717949,1.26641414922338,2.82229438969783,23,Z,1.6,10,16,11,True,R-N62,B,18.94,A,B,37,Medium,SUP-014,Eastern Europe,Consumables & service kits,194,9,23,1,227.28000000000003,True,26.74285714285713,1746,A2024 LL Protective Cover,Tyre Changer,A2024 LL,frequent,Bin,Active,58,67,50,67,True,True,True,True,False,True,True,Candidate
TC-CON-0471,11,14,0,25,1.05128205128205,1.81674956746976,1.72812763734929,58,Y,2.7,8,18,0,False,R-T88,B,10.13,B,B,37,Medium,SUP-013,North America,Consumables & service kits,97,11,32,0,253.25000000000003,False,23.78048780487808,1067,Basic Line TC Filter Kit,Tyre Changer,Basic Line TC,frequent,Bin,Phase-out,58,49,34,58,True,True,True,True,False,True,False,Not stock-managed
WA-CON-0260,7,6,1,12,0.878205128205128,1.44732433317238,1.64804814580213,56,Y,1.3,8,14,10,True,R-H95,B,19.25,A,B,36,Low,SUP-018,EU,Consumables & service kits,390,7,22,1,231.0,True,13.66423357664234,2730,REMO Rubber Pad,Wheel Aligner,REMO,frequent,Bin,Active,41,85,112,112,True,True,True,True,False,True,True,Candidate
TE-CON-0635,7,8,1,14,1.24358974358974,1.52979777230593,1.23014666226663,77,Y,1.0,7,11,0,False,R-Y87,E,9.25,B,B,36,Low,SUP-006,EU,Consumables & service kits,6598,7,20,1,129.5,False,11.25773195876292,46186,Test Lane O-Ring Kit,Technical Control,Test Lane,frequent,Bin,Active,387,341,50,387,True,True,True,True,False,False,True,Candidate
WA-CON-0328,7,0,0,7,1.30128205128205,1.43872646101031,1.10562230501285,84,Y,1.1,3,7,0,False,R-E80,B,31.24,A,B,35,Medium,SUP-010,EU,Consumables & service kits,230,7,11,1,218.68,False,5.379310344827592,1610,REMO Lubrication Kit,Wheel Aligner,REMO,frequent,Bin,Active,37,109,57,109,True,True,True,True,False,True,True,Candidate
TC-CON-0700,15,0,0,15,1.23076923076923,1.95710831403211,1.59015050515109,59,Y,1.3,6,11,0,False,R-F72,D,26.62,A,B,34,Medium,SUP-018,EU,Consumables & service kits,3025,15,18,1,399.3,False,12.187500000000009,45375,A2024 LL Lubrication Kit,Tyre Changer,A2024 LL,frequent,Bin,Active,278,80,136,278,True,True,True,True,False,False,True,Candidate
VL-CON-0238,13,14,1,26,0.58974358974359,1.51070073410426,2.56162298391592,29,Z,1.4,14,20,0,False,R-Z89,D,9.15,B,B,33,Medium,SUP-005,Eastern Europe,Consumables & service kits,4299,13,30,1,237.9,False,44.08695652173911,55887,Scissor Lift Filter Kit,Vehicle Lift,Scissor Lift,frequent,Bin,Active,265,169,96,265,True,True,True,True,False,False,True,Candidate
TC-CON-0067,22,0,1,21,1.28846153846154,1.4635776553876,1.13591101612172,85,Y,1.3,8,13,0,False,R-N15,D,13.72,B,B,32,Medium,SUP-020,EU,Consumables & service kits,2844,22,19,1,288.12,False,16.298507462686548,62568,Basic Line TC O-Ring Kit,Tyre Changer,Basic Line TC,frequent,Bin,Active,169,213,79,213,True,True,True,True,False,True,True,Candidate
AD-CON-0771,17,0,0,17,1.03205128205128,1.5633705184627,1.51481863900734,61,Y,1.4,6,11,0,False,R-I26,E,4.63,C,B,32,Medium,SUP-015,EU,Consumables & service kits,8632,17,16,1,78.71,False,16.47204968944103,146744,Camera Calibration Air Filter,ADAS & Diagnosis,Camera Calibration,frequent,Bin,New,163,319,166,319,True,True,True,True,False,False,True,Candidate
WA-CON-0741,18,0,0,18,0.769230769230769,1.95050416591216,2.53565541568581,35,Z,1.0,11,15,0,False,R-S32,PALLET,19.86,A,B,32,Medium,SUP-011,EU,Consumables & service kits,65626,18,23,0,357.48,False,23.40000000000001,1181268,3D Aligner Rubber Pad,Wheel Aligner,3D Aligner,frequent,Bin,Phase-out,785,418,200,785,True,False,False,True,True,False,False,Exceeds recommended tray height
TC-CON-0333,14,0,0,14,1.08974358974359,1.79379502145337,1.64607072556898,61,Y,1.0,5,9,0,False,R-L16,D,2.18,C,B,31,High,SUP-012,Italy,Consumables & service kits,4306,14,14,1,30.520000000000003,False,12.847058823529409,60284,HD1200 Truck Service Seal Pack,Tyre Changer,HD1200 Truck,frequent,Bin,Active,225,174,110,225,True,True,True,True,False,False,True,Candidate
AD-CON-0592,10,3,0,13,1.01282051282051,1.6962470129279,1.6747755317516,60,Y,1.4,5,11,0,False,R-G17,E,8.36,B,B,29,Medium,SUP-007,Eastern Europe,Consumables & service kits,2577,10,16,1,108.68,False,12.835443037974718,25770,Diagnostic Console Lubrication Kit,ADAS & Diagnosis,Diagnostic Console,frequent,Bin,Active,149,368,47,368,True,True,True,True,False,True,True,Candidate
VL-CON-0387,9,6,1,14,1.31410256410256,1.44492208598735,1.09955046543427,84,Y,2.7,13,23,19,True,R-G14,E,4.44,C,B,29,High,SUP-013,North America,Consumables & service kits,6018,9,33,1,62.16,True,10.653658536585398,54162,ERCO Lift Filter Kit,Vehicle Lift,ERCO Lift,frequent,Bin,Active,348,131,132,348,True,True,True,True,False,False,True,Candidate
TC-CON-0740,17,0,1,16,0.942307692307692,1.47775062113437,1.56822514895893,63,Y,1.0,6,10,0,False,R-S07,D,12.19,B,B,29,Medium,SUP-017,EU,Consumables & service kits,5910,17,15,1,195.04,False,16.9795918367347,100470,Artiglio Master Protective Cover,Tyre Changer,Artiglio Master,frequent,Bin,Active,173,234,146,234,True,True,True,True,False,False,True,Candidate
VL-CON-0350,9,9,1,17,1.08333333333333,1.79590334294591,1.65775693195007,60,Y,1.1,10,15,0,False,R-I48,F,4.56,C,B,28,High,SUP-016,EU,Consumables & service kits,27463,9,23,1,77.52,False,15.69230769230774,247167,Alignment Lift O-Ring Kit,Vehicle Lift,Alignment Lift,frequent,Bin,Active,495,584,95,584,True,True,True,True,False,False,True,Candidate
TC-CON-0303,20,0,0,20,1.00641025641026,1.61243872550464,1.60216841515111,60,Y,1.4,5,10,0,False,R-H59,B,6.75,B,B,27,Medium,SUP-005,Eastern Europe,Consumables & service kits,124,20,17,1,135.0,False,19.872611464968085,2480,A2024 LL Lubrication Kit,Tyre Changer,A2024 LL,frequent,Bin,Active,48,136,19,136,True,True,True,True,False,True,True,Candidate
VL-CON-0536,16,0,2,14,1.24358974358974,1.39756375523933,1.1238141536976,82,Y,1.6,5,11,0,False,R-Z95,B,29.82,A,B,27,Low,SUP-014,Eastern Europe,Consumables & service kits,137,16,20,1,417.48,False,11.25773195876292,2192,Two-Post Lift Rubber Pad,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,21,136,48,136,True,True,True,True,False,True,True,Candidate
VL-CON-0678,10,5,0,15,1.24358974358974,1.52979777230593,1.23014666226663,81,Y,1.6,5,12,0,False,R-G18,E,15.41,A,B,26,Medium,SUP-014,Eastern Europe,Consumables & service kits,22135,10,18,1,231.15,False,12.061855670103126,221350,Two-Post Lift Grease Cartridge,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,393,378,149,393,True,True,True,True,False,False,True,Candidate
TC-CON-0795,13,0,1,12,1.11538461538462,1.91078952930724,1.71312164696511,53,Y,1.0,9,12,0,False,R-L17,D,37.69,A,B,26,Medium,SUP-004,EU,Consumables & service kits,7166,13,17,1,452.28,False,10.758620689655126,93158,Basic Line TC Rubber Pad,Tyre Changer,Basic Line TC,frequent,Bin,Active,250,245,117,250,True,True,True,True,False,False,True,Candidate
WA-CON-0721,11,0,0,11,1.14102564102564,1.94587642729595,1.7053748463942,59,Y,1.0,6,10,0,False,R-Q31,E,3.04,C,B,25,Medium,SUP-006,EU,Consumables & service kits,2281,11,15,1,33.44,False,9.640449438202255,25091,3D Aligner Grease Cartridge,Wheel Aligner,3D Aligner,frequent,Bin,Active,214,130,82,214,True,True,True,True,False,True,True,Candidate
WB-CON-0591,5,4,1,8,0.621794871794872,1.67848990779039,2.69942706819897,34,Z,1.4,5,11,12,True,R-C60,F,9.01,B,B,25,Low,SUP-007,Eastern Europe,Consumables & service kits,32247,5,20,1,72.08,True,12.865979381443294,161235,Eyelight Protective Cover,Wheel Balancer,Eyelight,frequent,Bin,Active,628,389,132,628,True,True,True,True,False,False,True,Candidate
TC-CON-0773,6,3,1,8,0.91025641025641,1.46517331297544,1.60962701988851,59,Y,1.0,3,7,0,False,R-P98,B,3.48,C,B,25,Low,SUP-003,EU,Consumables & service kits,1206,6,10,1,27.84,False,8.7887323943662,7236,Basic Line TC O-Ring Kit,Tyre Changer,Basic Line TC,frequent,Bin,Active,117,112,92,117,True,True,True,True,False,True,True,Candidate
WA-CON-0686,12,0,0,12,0.987179487179487,1.63425895009439,1.6554830923034,54,Y,1.0,3,7,0,False,R-C37,F,2.59,C,B,25,Low,SUP-009,Italy,Consumables & service kits,13888,12,12,1,31.08,False,12.155844155844155,166656,REMO Lubrication Kit,Wheel Aligner,REMO,frequent,Bin,New,271,351,146,351,True,True,True,True,False,False,True,Candidate
TE-CON-0247,14,0,1,13,1.01282051282051,1.70004622133437,1.67852664891242,53,Y,1.0,7,12,0,False,R-M40,D,12.44,B,B,23,High,SUP-001,Italy,Consumables & service kits,1803,14,19,0,161.72,False,12.835443037974718,25242,Test Lane O-Ring Kit,Technical Control,Test Lane,frequent,Bin,Phase-out,213,249,34,249,True,True,True,True,False,True,False,Not stock-managed
WB-CON-0290,6,3,0,9,1.07692307692308,1.76904735266757,1.64268682747703,60,Y,1.4,4,9,0,False,R-N39,D,33.94,A,B,21,Critical,SUP-007,Eastern Europe,Consumables & service kits,2771,6,13,1,305.46,False,8.357142857142833,16626,Mobile Balancer Protective Cover,Wheel Balancer,Mobile Balancer,frequent,Bin,Active,264,164,64,264,True,True,True,True,False,True,True,Candidate
VL-CON-0158,11,3,0,14,1.0448717948718,1.72025110214327,1.6463752879408,64,Y,1.1,8,13,0,False,R-S04,D,14.14,B,B,20,Medium,SUP-008,EU,Consumables & service kits,5859,11,19,1,197.96,False,13.398773006134904,64449,Two-Post Lift Air Filter,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,223,174,151,223,True,True,True,True,False,False,True,Candidate
VL-CON-0653,21,0,2,19,0.961538461538462,1.73720062311835,1.80668864804308,54,Y,1.1,8,13,0,False,R-P82,F,2.63,C,B,20,Medium,SUP-016,EU,Consumables & service kits,48679,21,19,1,49.97,False,19.75999999999999,1022259,Scissor Lift Protective Cover,Vehicle Lift,Scissor Lift,frequent,Bin,Active,416,591,198,591,True,False,False,True,False,False,False,Exceeds recommended tray height
TC-CON-0376,21,0,1,20,1.19871794871795,1.46978107562195,1.22612752832633,78,Y,1.3,10,15,0,False,R-A16,B,3.54,C,B,19,Medium,SUP-018,EU,Consumables & service kits,240,21,27,1,70.8,False,16.684491978609607,5040,HD1200 Truck Air Filter,Tyre Changer,HD1200 Truck,frequent,Bin,Active,138,28,62,138,True,True,True,True,False,True,True,Candidate
