Part_ID,On_Hand_Qty,On_Order_Qty,Allocated_Qty,Available_Qty,Avg_Weekly_Demand,Demand_SD,Demand_CV,Nonzero_Demand_Weeks,XYZ_Class,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Suggested_Replenishment_Qty,Planner_Exception_Flag,Manual_Location,UDC_Type,Unit_Cost_EUR,ABC_Class,Movement_Class,Movement_Lines_36M,Criticality,Supplier_ID,Supplier_Region,Part_Category,Unit_Volume_cm3,Stock_Qty,Max_Stock_Qty,Stock_Managed,Estimated_Inventory_Value_EUR,Below_Reorder_Point,Stock_Coverage_Weeks,Total_Occupied_Volume_cm3
VL-CON-0678,10,5,0,15,1.24358974358974,1.52979777230593,1.23014666226663,81,Y,1.6,5,12,0,False,R-G18,E,15.41,A,B,26,Medium,SUP-014,Eastern Europe,Consumables & service kits,22135,10,18,1,231.15,False,12.061855670103126,221350
TC-CON-0795,13,0,1,12,1.11538461538462,1.91078952930724,1.71312164696511,53,Y,1.0,9,12,0,False,R-L17,D,37.69,A,B,26,Medium,SUP-004,EU,Consumables & service kits,7166,13,17,1,452.28,False,10.758620689655126,93158
WA-CON-0721,11,0,0,11,1.14102564102564,1.94587642729595,1.7053748463942,59,Y,1.0,6,10,0,False,R-Q31,E,3.04,C,B,25,Medium,SUP-006,EU,Consumables & service kits,2281,11,15,1,33.44,False,9.640449438202255,25091
WB-CON-0591,5,4,1,8,0.621794871794872,1.67848990779039,2.69942706819897,34,Z,1.4,5,11,12,True,R-C60,F,9.01,B,B,25,Low,SUP-007,Eastern Europe,Consumables & service kits,32247,5,20,1,72.08,True,12.865979381443294,161235
TC-CON-0773,6,3,1,8,0.91025641025641,1.46517331297544,1.60962701988851,59,Y,1.0,3,7,0,False,R-P98,B,3.48,C,B,25,Low,SUP-003,EU,Consumables & service kits,1206,6,10,1,27.84,False,8.7887323943662,7236
WA-CON-0686,12,0,0,12,0.987179487179487,1.63425895009439,1.6554830923034,54,Y,1.0,3,7,0,False,R-C37,F,2.59,C,B,25,Low,SUP-009,Italy,Consumables & service kits,13888,12,12,1,31.08,False,12.155844155844157,166656
TE-CON-0247,14,0,1,13,1.01282051282051,1.70004622133437,1.67852664891242,53,Y,1.0,7,12,0,False,R-M40,D,12.44,B,B,23,High,SUP-001,Italy,Consumables & service kits,1803,14,19,0,161.72,False,12.835443037974718,25242
WB-CON-0290,6,3,0,9,1.07692307692308,1.76904735266757,1.64268682747703,60,Y,1.4,4,9,0,False,R-N39,D,33.94,A,B,21,Critical,SUP-007,Eastern Europe,Consumables & service kits,2771,6,13,1,305.46,False,8.357142857142833,16626
VL-CON-0158,11,3,0,14,1.0448717948718,1.72025110214327,1.6463752879408,64,Y,1.1,8,13,0,False,R-S04,D,14.14,B,B,20,Medium,SUP-008,EU,Consumables & service kits,5859,11,19,1,197.96,False,13.398773006134903,64449
VL-CON-0653,21,0,2,19,0.961538461538462,1.73720062311835,1.80668864804308,54,Y,1.1,8,13,0,False,R-P82,F,2.63,C,B,20,Medium,SUP-016,EU,Consumables & service kits,48679,21,19,1,49.97,False,19.75999999999999,1022259
TC-CON-0376,21,0,1,20,1.19871794871795,1.46978107562195,1.22612752832633,78,Y,1.3,10,15,0,False,R-A16,B,3.54,C,B,19,Medium,SUP-018,EU,Consumables & service kits,240,21,27,1,70.8,False,16.684491978609607,5040
WB-CON-0025,13,0,1,12,1.06410256410256,1.81278430359164,1.7035804298813,61,Y,1.0,7,11,0,False,R-P42,D,11.43,B,B,19,Low,SUP-004,EU,Consumables & service kits,9753,13,17,0,137.16,False,11.277108433734982,126789
WB-CON-0195,31,0,1,30,1.32051282051282,1.50263072315095,1.1379145282114,86,Y,1.6,9,16,0,False,R-N66,D,7.18,B,B,18,Medium,SUP-014,Eastern Europe,Consumables & service kits,2071,31,26,1,215.39999999999998,False,22.718446601941757,64201
TC-CON-0796,9,2,0,11,1.32051282051282,1.45906368335746,1.10492201263963,88,Y,1.0,5,10,0,False,R-C42,E,3.45,C,B,18,Medium,SUP-012,Italy,Consumables & service kits,11192,9,16,1,37.95,False,8.330097087378643,100728
TE-CON-0310,18,0,0,18,0.891025641025641,1.55573327985486,1.74600281767884,56,Y,1.3,10,15,0,False,R-B30,D,18.47,A,B,17,Medium,SUP-018,EU,Consumables & service kits,646,18,25,1,332.46,False,20.201438848920866,11628
TC-CON-0268,22,0,0,22,1.10897435897436,1.3419952307435,1.21012286702882,78,Y,1.0,9,13,0,False,R-P13,B,15.04,B,B,15,Medium,SUP-001,Italy,Consumables & service kits,442,22,21,0,330.88,False,19.838150289017324,9724
WB-CON-0135,15,0,0,15,0.814102564102564,2.47257078486884,3.03717356251606,32,Z,1.4,5,11,0,False,R-Z32,B,2.39,C,B,15,Medium,SUP-015,EU,Consumables & service kits,22,15,15,1,35.85,False,18.425196850393704,330
WB-CON-0217,9,4,0,13,1.05128205128205,1.6840614186749,1.60191208117856,61,Y,1.0,8,12,0,False,R-C39,B,25.41,A,B,15,Low,SUP-001,Italy,Consumables & service kits,600,9,18,1,330.33,False,12.3658536585366,5400
TC-CON-0190,5,4,0,9,0.891025641025641,1.67937668140533,1.88476807409519,50,Y,1.1,4,9,0,False,R-Q29,E,3.18,C,B,14,Medium,SUP-016,EU,Consumables & service kits,7421,5,13,1,28.62,False,10.100719424460433,37105
WB-CON-0925,13,0,0,13,1.33974358974359,1.58418309006941,1.18245245000396,85,Y,1.4,3,8,0,False,R-Y93,B,29.25,A,B,13,Low,SUP-007,Eastern Europe,Consumables & service kits,335,13,14,1,380.25,False,9.703349282296648,4355
WB-CON-0912,7,3,0,10,0.961538461538462,1.50219029499665,1.56227790679652,60,Y,1.4,4,10,0,False,R-N57,B,14.46,B,B,13,Low,SUP-005,Eastern Europe,Consumables & service kits,80,7,14,1,144.60000000000002,False,10.399999999999995,560
TC-CON-0575,19,0,0,19,0.557692307692308,1.16530701819311,2.08951603262213,42,Y,1.0,7,10,0,False,R-T56,F,2.21,C,C,11,Low,SUP-002,Italy,Consumables & service kits,11082,19,16,1,41.99,False,34.06896551724136,210558
AD-CON-0111,5,3,0,8,0.602564102564103,1.21112843771358,2.00995783280127,40,Y,1.0,5,8,0,False,R-N10,B,23.29,A,C,11,Low,SUP-001,Italy,Consumables & service kits,181,5,12,1,186.32,False,13.276595744680842,905
VL-CON-0075,9,0,0,9,0.493589743589744,1.13306205092615,2.29555428499323,36,Y,1.0,6,9,0,False,R-G84,ORANGE,34.65,A,C,11,Medium,SUP-017,EU,Consumables & service kits,77136,9,16,1,311.84999999999997,False,18.233766233766218,694224
WB-CON-0696,3,2,0,5,0.192307692307692,0.719456646369302,3.74117456112037,14,Z,1.0,3,6,4,True,R-E65,D,4.67,C,C,11,Low,SUP-012,Italy,Consumables & service kits,842,3,9,1,23.35,True,26.00000000000004,2526
WA-CON-0179,8,0,0,8,0.596153846153846,1.20632123338443,2.02350658503196,40,Y,1.0,3,5,0,False,R-Y03,E,29.45,B,C,11,Low,SUP-019,EU,Consumables & service kits,668,8,8,1,235.6,False,13.41935483870968,5344
TC-BRG-0372,9,0,0,9,0.320512820512821,1.03479578466652,3.22856284815955,20,Z,1.0,2,4,0,False,R-P14,B,120.0,A,C,11,Medium,SUP-009,Italy,Bearings & shafts,1584,9,8,1,1080.0,False,28.07999999999996,14256
TC-CON-0982,12,0,0,12,0.448717948717949,1.07939571980522,2.4055104612802,33,Y,1.4,5,8,0,False,R-Z68,B,11.71,C,C,11,Low,SUP-005,Eastern Europe,Consumables & service kits,199,12,13,1,140.52,False,26.742857142857126,2388
WB-BRG-0500,7,0,0,7,0.538461538461538,1.1437607204341,2.12412705223476,41,Y,1.3,1,3,0,False,R-Z62,E,240.0,A,C,11,Medium,SUP-018,EU,Bearings & shafts,10560,7,6,1,1680.0,False,13.00000000000001,73920
AD-BRG-0273,2,3,0,5,0.192307692307692,0.701292673847417,3.64672190400657,16,Z,1.1,2,4,0,False,R-E25,E,85.0,A,C,11,High,SUP-010,EU,Bearings & shafts,17082,2,6,1,425.0,False,26.00000000000004,34164
WB-CON-0490,4,6,0,10,0.211538461538462,0.691045168073417,3.26675897634706,17,Z,1.1,3,7,0,False,R-T65,E,11.51,B,C,11,Low,SUP-016,EU,Consumables & service kits,3058,4,11,1,115.1,False,47.27272727272717,12232
TE-CON-0872,22,0,0,22,0.429487179487179,0.873348613003178,2.03346841236561,41,Y,1.4,8,12,0,False,R-Q79,B,17.37,B,C,11,Medium,SUP-007,Eastern Europe,Consumables & service kits,192,22,20,1,382.14000000000004,False,51.22388059701498,4224
VL-CON-0412,30,0,0,30,0.66025641025641,1.06859446347901,1.6184537505119,54,Y,2.7,8,15,0,False,R-I15,E,13.2,B,C,11,Medium,SUP-013,North America,Consumables & service kits,3914,30,27,1,396.0,False,45.436893203883514,117420
AD-BRG-0980,9,0,0,9,0.5,1.09249640141136,2.18499280282272,38,Y,1.0,3,5,0,False,R-Y88,E,115.0,A,C,11,Medium,SUP-004,EU,Bearings & shafts,9556,9,8,1,1035.0,False,18.0,86004
WB-CON-0693,16,0,0,16,0.384615384615385,1.08039143719683,2.80901773671177,23,Z,1.0,5,8,0,False,R-D12,D,32.22,A,C,11,Medium,SUP-004,EU,Consumables & service kits,1746,16,15,0,515.52,False,41.59999999999996,27936
TC-CMP-0608,8,0,0,8,0.153846153846154,0.719801461460447,4.67870949949291,11,Z,1.6,5,8,0,False,R-E61,F,430.0,A,C,11,High,SUP-014,Eastern Europe,"Clamps, jaws & tooling",43249,8,13,1,3440.0,False,51.99999999999995,345992
WB-BRG-0188,5,3,0,8,0.102564102564103,0.456910906533771,4.45488133870426,9,Z,1.3,4,6,0,False,R-E43,E,255.0,A,C,11,Medium,SUP-018,EU,Bearings & shafts,719,5,11,1,2040.0,False,77.99999999999966,3595
TE-CON-0263,17,0,0,17,0.551282051282051,1.28663036672503,2.33388764196634,34,Y,1.0,6,9,0,False,R-F39,D,15.5,B,C,11,Medium,SUP-004,EU,Consumables & service kits,4507,17,14,1,263.5,False,30.837209302325597,76619
VL-CON-0770,7,4,0,11,0.211538461538462,0.709471546949221,3.35386549466905,17,Z,2.7,3,8,0,False,R-Q88,B,36.09,A,C,10,Low,SUP-013,North America,Consumables & service kits,1591,7,12,1,396.99,False,51.999999999999886,11137
WA-CON-0410,10,0,0,10,0.544871794871795,1.14915367858515,2.10903498657981,38,Y,1.4,4,9,0,False,R-M62,D,12.53,B,C,10,Medium,SUP-015,EU,Consumables & service kits,1261,10,16,1,125.3,False,18.352941176470583,12610
WB-CON-0498,19,0,0,19,0.230769230769231,0.921752565259938,3.9942611161264,13,Z,1.0,7,11,0,False,R-P98,B,3.24,C,C,10,Low,SUP-004,EU,Consumables & service kits,872,19,20,1,61.56,False,82.33333333333324,16568
WB-CON-0822,7,4,0,11,0.435897435897436,1.0234633622797,2.34794536052402,33,Y,1.0,5,8,0,False,R-G52,D,5.73,C,C,10,Medium,SUP-019,EU,Consumables & service kits,6577,7,13,1,63.03,False,25.23529411764705,46039
WB-CON-0934,11,0,0,11,0.5,1.03798812846714,2.07597625693427,40,Y,1.0,4,7,0,False,R-D59,D,7.35,C,C,10,Medium,SUP-003,EU,Consumables & service kits,2605,11,10,1,80.85,False,22.0,28655
TC-CON-0907,3,5,0,8,0.461538461538462,0.986257935146886,2.13689219281825,38,Y,1.0,4,6,0,False,R-H20,B,16.61,B,C,10,Medium,SUP-011,EU,Consumables & service kits,369,3,9,1,132.88,False,17.333333333333314,1107
WA-CON-0829,17,0,0,17,0.557692307692308,1.19806502389847,2.14825452561104,39,Y,1.0,7,10,0,False,R-P74,B,42.26,A,C,10,Low,SUP-009,Italy,Consumables & service kits,222,17,16,1,718.42,False,30.482758620689637,3774
VL-CON-0594,9,0,0,9,0.371794871794872,0.895997902632545,2.40992539328753,29,Y,1.0,4,7,0,False,R-M98,B,4.88,C,C,10,Low,SUP-011,EU,Consumables & service kits,869,9,10,1,43.92,False,24.206896551724125,7821
WA-CON-0456,14,0,0,14,0.115384615384615,0.507511810910248,4.39843569455548,10,Z,1.4,7,11,0,False,R-I03,E,15.01,B,C,10,Medium,SUP-007,Eastern Europe,Consumables & service kits,5581,14,17,1,210.14,False,121.33333333333374,78134
WB-CON-0992,9,0,1,8,0.794871794871795,1.2006339654288,1.51047498876526,62,Y,1.0,5,8,0,False,R-F05,F,13.59,B,C,10,Low,SUP-002,Italy,Consumables & service kits,33872,9,12,1,108.72,False,10.064516129032256,304848
WB-CON-0341,5,0,1,4,0.807692307692308,1.12516885967359,1.39306620721492,62,Y,1.0,3,5,5,True,R-E54,B,42.6,A,C,10,Low,SUP-003,EU,Consumables & service kits,374,5,9,1,170.4,True,4.95238095238095,1870
TC-CON-0388,7,0,0,7,0.532051282051282,1.20439984677082,2.26369127826805,36,Y,1.0,4,7,0,False,R-S87,F,7.32,C,C,10,Medium,SUP-002,Italy,Consumables & service kits,30010,7,10,1,51.24,False,13.156626506024097,210070
VL-CON-0513,12,0,0,12,0.185897435897436,0.777128603792251,4.18041593764107,12,Z,1.0,8,11,0,False,R-Y09,D,5.07,C,C,9,Medium,SUP-009,Italy,Consumables & service kits,2919,12,17,1,60.84,False,64.551724137931,35028
VL-CON-0112,18,0,0,18,0.352564102564103,1.12338478846792,3.18632776365448,20,Z,1.0,9,13,0,False,R-C20,B,22.55,A,C,9,Medium,SUP-003,EU,Consumables & service kits,1759,18,21,1,405.90000000000003,False,51.0545454545454,31662
